Unnamed: 0,causalrep_train_accs,causalrep_test_accs,naive_train_accs,naive_test_accs,naive_vae_train_accs,naive_vae_test_accs,hidden_dim,l2_reg,lr,n_restarts,mode,steps,z_dim,batch_size,num_features,input_dim,vae_epochs,spurious_corr,alter_freq,randseed
0,0.7096007604562737,0.6493005306319344,0.7285171151161194,0.6126387119293213,0.5252851843833923,0.5098890662193298,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,72277612
0,0.7109315589353612,0.6473709599614086,0.6954372525215149,0.0993728935718536,0.5197718739509583,0.4997588098049164,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,52385834
0,0.7167300380228137,0.7009165460684997,0.877756655216217,0.873130738735199,0.8886882066726685,0.8904968500137329,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,61634906
0,0.865874524714829,0.8552821997105644,0.8997148275375366,0.8933912515640259,0.9008554816246032,0.8933912515640259,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,41307726
0,0.7119771863117871,0.684032802701399,0.8975284695625305,0.0887602493166923,0.5205323100090027,0.5021708011627197,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,91819360
0,0.6903992395437263,0.7110467920887602,0.6631178259849548,0.7887120246887207,0.5168250799179077,0.5142306089401245,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,94301300
0,0.7052281368821293,0.6575012059816691,0.7144486308097839,0.2329956591129303,0.5220532417297363,0.5012059807777405,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,41235110
0,0.75,0.6319343945972021,0.9042775630950928,0.0979257151484489,0.9021862745285034,0.1148094534873962,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,85045886
0,0.8079847908745247,0.4915581283164495,0.9010456204414368,0.0931017845869064,0.9010456204414368,0.0935841798782348,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,177370
0,0.8415399239543726,0.4992764109985528,0.8902090787887573,0.1128798872232437,0.5233840346336365,0.5069947242736816,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,13366322
0,0.8024714828897338,0.5576459237819585,0.8891634941101074,0.1480945497751236,0.8974334597587585,0.1017848551273346,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,54768470
0,0.7947718631178707,0.7935359382537386,0.8987642526626587,0.8914616703987122,0.5214828848838806,0.5065122842788696,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,52369518
0,0.8750950570342205,0.4500723589001447,0.9021862745285034,0.1017848551273346,0.8957223892211914,0.1394114792346954,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,37958738
0,0.6998098859315589,0.668113844669561,0.6904942989349365,0.7192474603652954,0.5197718739509583,0.5209841132164001,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,59917972
0,0.6891634980988594,0.7105643994211288,0.6995247006416321,0.8953207731246948,0.5166349411010742,0.5089242458343506,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.3,100,91233100
0,0.6806083650190115,0.578388808490111,0.6403041481971741,0.7838881015777588,0.5213878154754639,0.5031355619430542,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,71205442
0,0.8626425855513308,0.8519054510371442,0.8985741138458252,0.8977327346801758,0.8924904465675354,0.888084888458252,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,50979422
0,0.7184410646387833,0.6478533526290401,0.8795627355575562,0.1625663340091705,0.8836501836776733,0.1177038103342056,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,46457724
0,0.8264258555133079,0.8219971056439942,0.9010456204414368,0.8938736319541931,0.8988593220710754,0.8909792900085449,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,66554580
0,0.7276615969581749,0.6632899179932465,0.7805132865905762,0.2474674433469772,0.5152091383934021,0.5248432159423828,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.8,100,87551842
0,0.6868821292775665,0.6637723106608779,0.6821292638778687,0.6917510628700256,0.5141634941101074,0.5031355619430542,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,96123214
0,0.6526615969581749,0.7370959961408586,0.6999049186706543,0.4394597113132477,0.5183460116386414,0.5118186473846436,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,78406170
0,0.6864068441064639,0.6690786300048239,0.5083650350570679,0.8871201276779175,0.5238593220710754,0.4987940192222595,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,3350718
0,0.7043726235741445,0.7515677761698022,0.7319391369819641,0.7916063666343689,0.5288973450660706,0.512783408164978,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.3,100,61616566
0,0.6810836501901141,0.7448142788229619,0.5881178379058838,0.3314037621021271,0.5261406898498535,0.5156777501106262,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,65806506
0,0.692680608365019,0.7042932947419199,0.7205322980880737,0.8697540163993835,0.522718608379364,0.5171249508857727,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.3,100,59852740
0,0.7079847908745247,0.662807525325615,0.7187262177467346,0.2585624754428863,0.5202471613883972,0.5098890662193298,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,51415766
0,0.6863117870722434,0.6956102267245537,0.6824144124984741,0.6936806440353394,0.5191064476966858,0.5089242458343506,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,49841716
0,0.6904942965779468,0.723589001447178,0.7156844139099121,0.7983598709106445,0.5242395401000977,0.512783408164978,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.3,100,71233256
0,0.6716730038022813,0.684032802701399,0.891730010509491,0.1032320335507392,0.5207224488258362,0.5021708011627197,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,95675626
0,0.6762357414448669,0.6922334780511337,0.5352661609649658,0.8446695804595947,0.519011378288269,0.4958996772766113,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,23810980
0,0.7067490494296578,0.6666666666666666,0.7120722532272339,0.2841292917728424,0.5154942870140076,0.5065122842788696,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,41503892
0,0.7300380228136882,0.6468885672937771,0.8965779542922974,0.096960924565792,0.5203421711921692,0.5031355619430542,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,14992230
0,0.6944866920152091,0.6695610226724554,0.5609315633773804,0.2329956591129303,0.5209125280380249,0.5065122842788696,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,48444814
0,0.7067490494296578,0.6348287506029908,0.7076995968818665,0.2358900159597396,0.5285171270370483,0.5055475234985352,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,3942538
0,0.6686311787072243,0.6714905933429812,0.6994296312332153,0.8340569138526917,0.5128327012062073,0.5007236003875732,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.3,100,50990878
0,0.7813688212927756,0.5499276410998553,0.8975284695625305,0.1066087782382965,0.8767110109329224,0.1818620413541793,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,2965612
0,0.6874524714828897,0.7158707187650748,0.5045627355575562,0.120598167181015,0.526901125907898,0.5098890662193298,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,92729850
0,0.6801330798479087,0.6859623733719248,0.6961026191711426,0.111432708799839,0.5215779542922974,0.5103714466094971,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,30167672
0,0.6620722433460076,0.5885190545103715,0.6982889771461487,0.6657018661499023,0.5122623443603516,0.5050651431083679,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,18655966
